code,xcoord,ycoord,perc_poverty,metro,pop_density,gdp_percapita,perc_secondary_compelte,income_gini,lab_perc_of_totpob,street_density_km,intersection_density_km,regularity,bet_cen_Gini,clo_cen_Gini,inf_cen_Gini,country
2261,-94.39136,18.06277,.38504,2,6.95725805093607,-.328279241365932,.864951,.3704,.446564,5.71896152089646,18.5041432490729,-.761814744801512,.6675164,.08468141,.13302823,1
2262,-96.1685,18.30277,.607789,1,4.43446939770396,.722132693272271,.800353,.3822,.456442,1.07194149439267,1.01518570412746,-.167857142857143,.71025433,.14888324,.13053782,1
2263,-95.71895,18.32703,.446472,1,4.59558080158334,.281064089564292,.786395,.347,.417372,1.0754725796719,1.73778436275748,-.608391608391608,.63877518,.13378169,.12623153,1
2264,-94.78737,18.36833,.841667,1,3.9581092011677,-2.12220276469083,.72807,.4027,.346474,.755379416148223,.788022598395671,.0386266094420601,.7593116,.08593141,.16641398,1
2265,-94.35586,17.27687,.841661,1,2.72590678048641,-3.84605111091863,.751083,.3956,.373222,.533083965973254,.501676157629044,-.16804979253112,.82955555,.14774674,.11967134,1
2266,-96.91522,20.21729,.568799,1,4.61008678170158,-1.14369101314653,.820868,.3635,.476855,1.60298934188511,2.58769734274244,-.0184210526315789,.74309058,.16409803,.12812382,1
687,-100.27785,19.25743,.899377,1,4.2143666318752,-2.44881166860623,.751364,.4221,.279846,.91973969220659,.508057209552958,-.843137254901961,.52835932,.18675343,.15125849,1
2267,-95.66494,17.6251,.854057,1,3.43421890188118,-3.53370677779985,.741164,.376,.333369,.827477374458213,.740980486890992,-.261744966442953,.68284596,.10178702,.15441312,1
2017,-98.45254,19.53306,.844926,1,4.55006670962441,-1.5899452774187,.944276,.3442,.423272,1.715317820561,2.98176793508482,-.17056856187291,.7508477,.07772974,.13760986,1
2057,-98.20658,19.26246,.841742,2,6.70588512832888,1.96995116298524,.894737,.3814,.509086,7.78950754470377,12.6050640271772,-.688311688311688,.59478539,.14077335,.15353996,1
2056,-98.20459,19.21124,.813267,2,7.173807168536,1.86168573034278,.915075,.3493,.507788,6.48062680038302,11.4663933660908,-.555555555555556,.51521868,.13420601,.13256615,1
2055,-98.21641,19.19342,.803836,2,6.76198933463007,-2.55862206447879,.913962,.3701,.442291,7.15594193328223,12.1561345688018,-.520661157024793,.59023815,.14584452,.12319589,1
2054,-98.31345,19.24593,.730487,2,6.33912984442456,-2.35777403525857,.917559,.4246,.490272,5.48789310816679,11.6763572150447,-.741935483870968,.62231447,.13209649,.14041624,1
2053,-98.33322,19.29701,.771992,2,6.72881156356414,-1.86210724948775,.920455,.4251,.501161,8.68951090053879,19.5780057671211,-.608938547486033,.63894869,.12938839,.14044611,1
2052,-98.25556,19.49125,.825133,1,4.67821543531346,-2.65852385663212,.929539,.3763,.40122,2.01545236069286,2.4394865602329,-.577464788732394,.56303683,.20687589,.15284229,1
2051,-98.26105,19.21722,.763197,2,7.11999022989179,-1.57811459183095,.928351,.3967,.509305,7.25763629432956,16.946556283695,-.36,.46477505,.1107764,.13930706,1
2050,-98.25406,19.23471,.760172,2,7.41134160376117,-1.04555547334301,.844268,.4101,.582406,10.6327591900414,27.3167284340487,-.645161290322581,.48852753,.13147275,.09074317,1
686,-99.69084,18.8507,.666454,1,5.7221257776016,-.179077743240311,.847281,.4221,.499853,3.63039437192504,5.17392470181112,-.575959933222037,.70443113,.18423271,.17996078,1
2049,-98.04931,19.32361,.846589,1,5.09299232514289,-2.17333862045758,.931583,.3509,.469909,1.93910673328425,2.17242014726644,-.645569620253164,.53260835,.15181257,.11504791,1
2048,-98.26414,19.24815,.64327,2,6.17118556998598,-1.87515730492209,.885125,.4299,.494386,4.0324044984261,6.60875365006548,-.615384615384615,.56336085,.15409308,.12871725,1
2047,-98.08404,19.25711,.690948,2,5.61044939175857,-1.11093908580598,.915952,.4097,.474088,1.6254218074241,2.12902806787872,-.694117647058824,.51097412,.16446454,.08538392,1
2046,-98.2985,19.28618,.671543,2,6.29133819118855,-2.5708703866308,.903355,.4168,.494621,5.05418732965306,12.4086979155811,-.796875,.5492414,.12884298,.13635697,1
2045,-98.19141,19.27806,.715758,2,7.36563353457588,.478110921712946,.891591,.3888,.476307,11.6767182974327,18.2586874080889,-.559633027522936,.51862366,.12433043,.11806836,1
2044,-97.99078,19.53329,.668651,1,4.79326770839185,-1.96545318211749,.934884,.3249,.460684,1.46556690319617,2.45046492126403,.174603174603175,.55797825,.16066743,.13387623,1
2043,-97.92597,19.56378,.891617,1,4.50491581982869,-1.16321689876291,.925532,.3329,.481993,.57554669785714,1.15034471963709,.344827586206897,.48293721,.10293436,.11223577,1
2042,-98.40914,19.59513,.886378,1,5.45243878766676,-2.17286718562692,.908111,.3452,.468645,1.60622040428319,4.59851842692027,.00840336134453784,.50257303,.12363319,.12897115,1
2041,-98.26038,19.19385,.618997,2,7.26681745842551,-.756079276442875,.898185,.3874,.515319,9.25426769419685,18.0147213484915,-.320683111954459,.58051463,.11113895,.11132358,1
2040,-98.17791,19.40224,.555312,2,6.93739825569794,.792102438011007,.915366,.3825,.516609,11.0902383764697,23.6971585977124,-.688282138794084,.7146337,.12141603,.1631534,1
685,-98.77905,19.3428,.655319,2,7.32219180448436,-.182396677420648,.871064,.3934,.527679,4.88917018142436,14.4827212675317,-.616020343293071,.76710647,.13053322,.16023743,1
2039,-98.24134,19.17119,.608827,2,7.51882900059742,1.64150204832438,.90419,.3766,.462027,10.7395521821098,22.9811033146592,-.619047619047619,.57485309,.1098667,.15686413,1
2038,-98.19723,19.17226,.622548,2,7.16424517678581,.826494639220697,.90333,.398,.493208,8.46602954542535,15.4078391169623,-.622222222222222,.66842149,.13914864,.11928664,1
2037,-98.23956,19.4302,.534516,1,4.59292572522604,-2.98363577641512,.927176,.3489,.44087,2.44481558741573,3.44580737355422,-.606741573033708,.69307668,.11768158,.1482226,1
2036,-98.02915,19.41617,.686666,2,6.34540270103442,.499419308221186,.936052,.3678,.478006,6.07243990753688,10.870498817869,-.479028697571744,.54642643,.13731027,.12375146,1
2035,-98.08523,19.38072,.593537,2,6.04384734448243,-.0552035803221415,.912179,.3939,.499564,6.12832726596057,11.8267518447027,-.577342047930283,.7636626,.11579535,.15557941,1
2034,-97.92674,19.21168,.899748,1,4.74445119880228,-2.68675438638669,.882353,.4059,.442397,1.05429442408171,1.89970034024147,-.108108108108108,.57284252,.15399694,.14727518,1
2033,-98.24856,19.33614,.404733,2,7.35435523138185,-.676917992247042,.912371,.4005,.530528,11.6904464434837,28.3020361774539,-.725190839694656,.69351443,.12071856,.10626397,1
2032,-98.01615,19.38884,.825519,2,6.00561776722457,-2.31598190834231,.92094,.3833,.459597,4.70843091960937,6.80450983470388,-.731958762886598,.55630309,.11322356,.14557129,1
2031,-98.17702,19.62013,.655813,1,4.29249872897587,-.787132870588968,.90337,.3484,.468065,1.54735752776949,1.98968911116237,-.223570190641248,.79735302,.11526962,.10369229,1
2030,-98.23666,19.30953,.439442,2,7.49792879663302,.624201442506318,.897253,.4038,.553617,12.1320029200334,36.6551233716351,-.57736240913811,.70642069,.12649867,.14518228,1
684,-99.44038,19.55424,.458235,2,4.98054569080989,-2.59951109329267,.881036,.3886,.490148,.962405390658869,.620645519999408,-.88,.55889339,.17165794,.13858927,1
2029,-98.28744,19.23389,.579961,2,6.23009405848139,-.803467509921502,.907654,.3757,.480614,4.26738146263764,7.94980478118673,-.752380952380952,.69410628,.12392364,.13174466,1
2028,-98.07635,19.48224,.596521,2,5.24731918239242,1.6860107805295,.900251,.3773,.519802,2.68434099040855,3.852054958556,-.560606060606061,.74837821,.1385089,.16105899,1
2027,-97.93447,19.48399,.757347,1,4.54701243666672,-2.59048488584005,.892086,.3624,.399908,1.26210074710622,2.04107453270942,-.028391167192429,.69952467,.14649867,.07893715,1
2026,-98.22845,19.24707,.463522,2,6.58566504293688,-2.43392505391958,.926211,.3818,.488228,5.77334470097153,11.1278382904946,-.589189189189189,.63202794,.11643326,.1326471,1
2025,-98.1163,19.22285,.655488,2,5.75198733906411,1.13415056778929,.912435,.3896,.491195,1.93921012434845,2.84083062323472,-.3,.65688854,.14122519,.12701,1
2024,-98.19028,19.15075,.653258,2,6.86589132164987,-2.3027936844042,.859375,.3834,.468131,5.93275505883086,9.04153254126021,-.666666666666667,.53429439,.14786824,.1234524,1
2023,-98.13057,19.35294,.590429,2,6.65121288112386,-1.09659088620569,.901267,.3827,.516476,7.72884561467282,11.6581991828176,-.623762376237624,.69079828,.13663263,.16613568,1
2022,-98.14036,19.15612,.66171,2,7.16782999252599,-1.39101483915456,.877566,.3754,.549,4.92460325796213,8.09361498240302,-.264033264033264,.54108606,.14659638,.12547935,1
2021,-98.28415,19.35212,.470432,2,6.08866050180632,-2.94941305903547,.923579,.4216,.505586,3.05517646468271,4.22095957086998,-.728682170542636,.67292146,.1103342,.14271805,1
2020,-98.33196,19.23331,.588205,2,6.15745810565399,-1.96706775451068,.876348,.3847,.495803,3.87126702532084,6.78567163965294,-.677777777777778,.75313235,.12415452,.11558731,1
683,-99.33953,19.3831,.369907,2,7.53981073879115,.672931182739175,.879358,.4282,.5451,6.73709304253628,14.7155874512382,-.707293666026871,.80250572,.10658599,.12807898,1
2019,-98.17052,19.21687,.488871,2,5.96862116000487,-2.14147063765419,.946893,.3449,.504194,2.73236471809983,4.42105260379543,-.522388059701492,.54063078,.1557522,.09224043,1
2018,-98.55403,19.49983,.676286,1,5.10979796166717,-1.64417406546429,.907121,.3469,.52401,2.16171893178683,3.25513285074953,.036827195467422,.70869092,.1684276,.15730189,1
2016,-98.37922,19.28196,.647304,2,6.80443860267849,.389784881715566,.879036,.3829,.496604,4.82034948021865,8.5644951232266,-.417085427135678,.58534643,.11576841,.107374,1
2015,-98.13339,19.31996,.671795,2,7.2795633095955,-.942494870271612,.891177,.3812,.526151,9.4325783985112,12.3732306705826,-.636923076923077,.6121118,.12137672,.12898675,1
2014,-98.16432,19.19175,.728765,2,6.60218203813139,-1.80048349989523,.931522,.3567,.526067,2.70008134730107,3.91970047541236,-.448275862068966,.56584515,.13997572,.16406447,1
2013,-97.91135,19.25758,.782462,1,5.06126654185097,-1.98208754342499,.889503,.4095,.532847,1.38413391523758,2.9418518904162,.312977099236641,.43689708,.10432008,.09096194,1
2012,-98.3833,19.35611,.603265,2,5.4588967316045,-1.39298837936465,.920277,.3961,.465754,3.11323909375474,5.07986799475863,-.361650485436893,.73552744,.15250187,.14129018,1
2011,-98.34227,19.48821,.686426,1,4.40620498459716,-1.2055121065737,.919251,.3691,.410316,1.92696598150155,2.83970565062006,-.397205588822355,.74156216,.12852679,.16308136,1
2010,-97.93643,19.33244,.676408,1,5.57415208987064,-.131372931372319,.869987,.3969,.485309,2.05173494532071,4.42297691397552,-.381350482315113,.70460619,.20518056,.16701757,1
2009,-98.43685,19.44446,.709768,1,4.1174797692551,-4.13290841306457,.936143,.311,.410299,2.12474578459308,2.98945686570069,-.250596658711217,.70875997,.13285854,.16552748,1
682,-99.02801,19.95241,.748125,2,5.21917184121915,-1.85822104026165,.888153,.3655,.469624,1.55520230056343,2.70942493721794,-.172413793103448,.75690494,.14567939,.12657058,1
2008,-98.23348,19.50609,.608483,1,4.84642661862741,-1.7807326698869,.937194,.3401,.456416,1.11435604830476,2.42110318409889,-.280898876404494,.56548589,.10250861,.12950112,1
2007,-98.13111,19.28976,.60416,2,6.79921941414805,-.0825976321871931,.908944,.3885,.533814,6.00283778023724,11.7507754582761,-.364835164835165,.63916805,.1441724,.1325677,1
2006,-98.09163,19.34999,.709626,2,5.74591359344102,-3.32052085717226,.916036,.3748,.463509,4.58601039901346,5.04501069512591,-.694117647058824,.68564659,.12959484,.12835588,1
2005,-97.76592,19.33219,.715168,1,5.19359529420319,-1.36611029028878,.894181,.3483,.449629,2.07504370990822,3.26478176331427,-.207272727272727,.66999791,.19209276,.15584252,1
2004,-97.67432,19.33571,.7475,1,5.67771581233409,-.511481824330146,.869824,.3602,.466064,3.46690566231818,5.486937692825,-.0925925925925926,.61433091,.14009901,.10044725,1
2003,-98.58936,19.56096,.642309,1,5.23939158611546,.328490862312024,.921722,.362,.506417,2.03681241832029,3.83462772023385,-.475647668393782,.70855576,.1750904,.15614641,1
2002,-98.12725,19.42326,.523425,2,7.48081574375586,1.26220497311083,.900675,.3869,.536609,12.9149510016243,46.2010467424653,-.0088932806324111,.64307334,.13075345,.13405757,1
2001,-97.79266,19.41203,.708449,1,4.50321052734429,-2.8499653648203,.882457,.3608,.449803,1.21421120538868,1.4829360442498,-.0141843971631206,.68091664,.10883007,.16477937,1
2000,-98.18293,19.54506,.642133,1,4.10034224868277,-2.88159185048323,.929405,.3276,.478305,1.86894101305809,2.12274346879413,-.431034482758621,.69332508,.13663871,.10490885,1
1999,-98.19468,19.3515,.488358,2,7.17056878978472,.29167252863382,.889474,.3962,.543167,11.0551197800445,19.9290610593216,-.594827586206897,.65512171,.15743317,.13648121,1
681,-99.25503,19.82263,.600244,2,6.96776155040505,-.351642315215489,.897646,.3398,.521368,6.61889448524244,22.9664108844292,-.668356263577118,.82682633,.10549013,.14787393,1
1581,-97.48684,18.14269,.892831,1,2.28102162449002,-4.83400474978484,.849389,.365,.360688,.380382315069778,.319842395367898,-.338582677165354,.70800461,.0903927,.12760306,1
1600,-98.60062,18.2765,.753428,1,3.21059590030678,-1.38382782274007,.828426,.4632,.403244,.540959346973096,.606468432130389,-.599173553719008,.66501641,.17487997,.12240102,1
1625,-97.61947,20.10153,.855313,1,5.96852531370964,-3.10481147548212,.75646,.4156,.344828,.171320641222943,.457396822867612,-.181818181818182,.48272598,.1546912,.10633637,1
1626,-98.7304,18.37705,.933306,1,4.10241146695981,.126813107293543,.867075,.4375,.377638,.387152859828399,.530138802875659,-.753424657534247,.52027625,.13952987,.12191922,1
1641,-97.52648,20.07868,.80219,1,5.00155068528626,-2.94565193673524,.85503,.3912,.402017,.900971232008248,.495038231802642,-.866666666666667,.51706979,.15240439,.10522371,1
1703,-98.31434,18.0529,.79119,1,3.6160778037365,-1.59423832271414,.752366,.4955,.36819,.143302348165203,.25879391249159,-.526315789473684,.55407559,.12966365,.120521,1
1669,-97.81653,19.24794,.696,1,8.1334715857512,.486054067868331,.836949,.3785,.458932,8.57872737460895,29.593365504289,.126050420168067,.50849289,.10829474,.13783635,1
1555,-97.93983,19.1033,.797151,2,5.89685120332245,-.926843823556718,.828128,.3855,.433696,2.86150852995215,4.6207879336257,-.278250303766707,.73936789,.1070005,.14891302,1
1556,-97.2298,20.10915,.773494,1,3.90769900840366,-.842915839746281,.863636,.3541,.437166,.637527972654704,.306533144186327,-.571428571428571,.61172916,.18415262,.15526785,1
382,-99.8147,18.12476,.829963,1,3.12227676768862,-3.49341537010839,.80719,.3706,.281302,.126051930194576,.190940054080959,-.333333333333333,.6097856,.14067189,.12382702,1
680,-98.73665,18.96802,.803208,2,5.16587219409112,-2.72787372599598,.905323,.4059,.438699,2.00711195135243,2.77282117899426,-.648648648648649,.53671441,.16592626,.14212949,1
1558,-97.76498,19.02611,.808932,1,6.03027537356011,-.86823576306723,.799916,.3939,.458217,1.96069487881487,3.06890450807995,.138248847926267,.63093792,.17364044,.1531227,1
1559,-98.67909,18.75939,.836426,1,3.67283803558434,-1.41553254683289,.90073,.3448,.627785,.0434382194671984,.0131694420848828,-1,0,0,0,1
1560,-97.86768,20.02695,.754783,1,5.13253197561294,-2.53727639158853,.83808,.3672,.326064,.797099574927429,.119198163490055,-1,.59329506,.13203993,.12210319,1
1561,-98.28281,18.57566,.917465,1,2.83528063102295,-2.82607111274031,.826374,.3852,.309122,.443720590086025,.213875458000258,-.2,.6145075,.13351678,.12102319,1
1562,-98.13362,20.06116,.58917,1,5.21300219465713,.0955140156600737,.894184,.3417,.439839,2.0262428723451,2.37928005592938,-.696551724137931,.63473034,.06090162,.10923162,1
1563,-98.19112,18.23129,.865501,1,3.20625462970194,-2.48926919161489,.794521,.3975,.278526,.702601151166406,1.12273385584363,-.259259259259259,.47784955,.13570476,.108086,1
1564,-97.12561,18.42157,.811538,1,5.10840238423465,-1.29818318366144,.773541,.4081,.481743,.467886307576512,.838909812586166,-.249249249249249,.63671257,.15353056,.13120061,1
1565,-98.54711,18.01069,.816981,1,3.10490882576894,-2.40154203050417,.807273,.3759,.206593,.238997734935908,.535870925592652,-.581395348837209,.57352067,.13301036,.14036695,1
1566,-97.51742,19.1026,.827162,1,4.81531525782374,-2.55932990667708,.856806,.3639,.373367,1.10004363059285,1.70291571904926,.0444444444444444,.51601911,.15294677,.14600734,1
1567,-97.30037,18.35634,.757917,1,6.09293307817927,-1.26529996044139,.71694,.3485,.588519,2.05080390880999,3.12630271355522,-.12751677852349,.52566663,.11938138,.14912854,1
679,-99.04321,19.57278,.596728,2,9.27139942804864,.293719894728174,.885158,.3929,.513128,29.924603525995,108.901621590004,-.465855228509568,.81181912,.10129514,.13420927,1
1568,-97.80068,20.05581,.897598,1,4.6768817227949,-2.51142790102914,.774725,.3971,.342155,.0951689031260405,.0222339691692667,-1,.66666647,.12689912,.12691603,1
1569,-98.05311,19.04728,.695975,2,6.7554872804286,.114777215733788,.847594,.3925,.512327,4.11488160979747,9.44132915984102,-.546520719311962,.7741405,.12464428,.11479702,1
1570,-97.93024,19.77229,.793668,1,3.95166755747603,-2.47985380506361,.835086,.3614,.441618,.192793624954785,.0237326844406041,-1,.49999985,.14385816,.08427918,1
1571,-97.44091,19.81168,.803937,1,6.36733796056138,-1.59817051781655,.838207,.4203,.411738,4.78581478843958,5.98844723576054,-.4375,.5498195,.16392873,.12671725,1
1572,-97.69008,18.37557,.826097,1,2.39564170309544,-3.76510414675942,.855856,.3786,.334767,.118202353640076,.173026322745069,.241379310344828,.48853419,.11628234,.10137444,1
1573,-98.45229,18.89907,.673829,1,6.11680465252015,-.517905331444085,.807359,.4287,.511166,4.65711362920023,9.49926454264259,-.303346527527888,.72538854,.16044803,.15958405,1
1574,-97.90907,18.80601,.909893,1,5.5550614091986,-1.7081370734099,.736889,.3744,.48621,3.53949211593092,4.48106642916525,.1,.47381931,.12099769,.10293218,1
1575,-98.54172,18.54704,.721989,1,4.75063066833172,-1.75596377868145,.820225,.3564,.415597,2.50926134210328,5.14613496916462,-.796610169491526,.57999328,.13802909,.17885332,1
1576,-98.60777,18.82308,.873809,1,4.53499716732219,-2.58243299335369,.869436,.3813,.342692,.726287059605797,1.25771352848581,-.175757575757576,.68585813,.09948416,.15654324,1
1577,-97.30399,18.93379,.937568,1,4.24048079451602,-2.33349742045215,.765605,.383,.373279,.827429289129511,.572236169715052,-.220779220779221,.66518377,.09866961,.10039058,1
678,-100.18484,19.31644,.840501,1,5.16814380365855,-3.38843872966762,.837805,.4071,.401669,.84146071026728,.542258936078671,-.847619047619048,.62783378,.11156528,.16283167,1
1578,-98.39351,18.18468,.811405,1,1.55646134347526,-1.69571829788145,.81457,.3531,.334699,.393305266480236,.368005301547461,-.0857142857142857,.55668464,.14888484,.10187828,1
1579,-97.40878,20.08399,.783163,1,4.37405455149375,-1.33782707649654,.865288,.3948,.435273,.554606197451792,.612067625460092,-.65625,.62313557,.16005269,.1370005,1
1580,-98.47622,19.10644,.819849,1,5.3639261407192,-2.73178441470234,.855691,.3847,.448768,3.37278400077994,4.09671828314789,-.127272727272727,.61019872,.15512552,.14140142,1
1582,-97.75295,20.03083,.919368,1,5.0790415903198,-2.64848078973712,.823684,.3408,.341858,1.20655792534731,.183635719130637,-1,.64999976,.14967899,.13236804,1
1583,-97.73105,20.05515,.890967,1,4.11158397735512,-2.67486818865599,.7,.3676,.376254,.0627467319410447,.0807451485286821,-1,.66666647,.10987229,.10987502,1
1584,-98.16492,18.57117,.854726,1,3.23312695079116,-1.58087331941209,.878109,.3582,.396124,.449382853669495,.850736721243662,.212121212121212,.63608584,.13811502,.13578241,1
1585,-98.78853,18.19049,.942105,1,1.73493961764912,-3.66988935631636,.802632,.4136,.249536,.0731412779018292,.160315326270566,-.282051282051282,.61894703,.0974929,.11389699,1
1586,-98.71821,18.74582,.834384,1,4.6233965925089,-1.96037855937177,.899196,.3623,.459979,.0909184002028031,.125084158185179,-.333333333333333,.66666633,.11040134,.12617251,1
1587,-98.29175,19.13523,.741472,2,7.00567727707813,-.126594738695093,.85597,.4116,.491317,8.94711545842197,12.9278087994316,-.620833333333333,.64832793,.10272002,.16033463,1
677,-98.94717,19.41624,.713962,2,9.42179550045609,-1.47072671097145,.834135,.3776,.524781,29.9811775466481,103.554279844046,-.448275862068965,.72440084,.09515429,.12019202,1
1588,-97.11723,18.24559,.720698,1,4.39676810687154,-1.77529029356635,.864438,.4273,.40859,1.07261261210352,1.07541729246561,-.390334572490706,.68726422,.14668882,.15333697,1
1589,-96.96594,18.28235,.939775,1,4.09944344391487,-3.92204828712054,.76337,.3807,.288342,.832106670024672,.160045074229598,-1,.69344769,.15047813,.09793383,1
1590,-97.81295,18.40133,.715182,1,2.79904066668908,-2.25549391095829,.876791,.4166,.415781,.728728001373014,1.05778010657068,-.0422535211267606,.67044386,.12781778,.12889617,1
1591,-97.82638,18.92019,.758374,1,6.06130206219307,-.778739230800885,.813225,.34,.489712,3.45056076662969,4.84094913007507,-.280701754385965,.55022379,.14369239,.12845617,1
1592,-97.79213,19.91357,.817152,1,5.01496783189767,-3.50379012238099,.868754,.3483,.453951,1.45206255605658,.758338936974031,-.74468085106383,.65268537,.13040923,.16134639,1
1593,-98.0451,18.96165,.632978,1,4.14057272200468,-3.39570911127648,.861287,.3304,.481222,1.85208627965447,2.321189597816,-.308310991957105,.71695226,.16417505,.17091868,1
1594,-98.25608,19.11672,.538324,2,7.97556505585772,3.54604888894997,.877247,.3865,.546172,12.0599370624088,27.6837891248019,-.791549295774648,.78819538,.07477813,.18615635,1
1595,-98.18899,18.44567,.892921,1,2.75597445455498,-3.50948943429694,.809009,.4068,.258932,.389458615663614,.0995027999316754,-.4,.65756397,.08438792,.2011531,1
1596,-97.50058,20.02798,.746178,1,5.56600846752303,-2.02123905542363,.806728,.4173,.414004,2.03758443679978,1.3400915639896,-.794238683127572,.7162837,.18900496,.16446499,1
1597,-97.57326,19.59666,.746422,1,3.94306902067065,-2.00870616063538,.829122,.3566,.374125,.691220189307254,.870339521122183,-.181818181818182,.71715409,.16266104,.15105439,1
676,-98.8967,19.55628,.6997,2,8.21530786048287,-.505651765874563,.86413,.3942,.530518,22.0223047019628,61.514839839963,-.787735849056604,.59109874,.13334729,.12048145,1
1598,-97.42971,18.97734,.751481,1,4.7773059502603,-.776768781943337,.838933,.4222,.451518,1.10237745848798,1.70641726322011,-.134328358208955,.72844612,.14919839,.1563227,1
1599,-97.40364,18.63964,.793203,1,4.47739121533871,-1.14257575407925,.78315,.3411,.494438,1.13265308311865,1.91857702162078,-.214285714285714,.59084752,.10220297,.12398671,1
1601,-98.51334,19.1956,.828897,2,5.51938181021942,-2.22560797555154,.858625,.3685,.446465,3.58506495208049,3.99100873331571,-.595092024539877,.71871727,.11953952,.14806604,1
1602,-97.96598,20.08875,.865953,1,5.20960980180376,-4.98034955454211,.783797,.387,.34353,.912621987885114,.91682528940833,-.292682926829268,.48702747,.1207174,.10847109,1
1603,-97.07009,19.20472,.858142,1,5.4599723180986,-4.4810995388335,.787046,.3958,.336727,1.9075677863726,1.60178197792563,-.457627118644068,.69320067,.11152987,.14385888,1
1604,-98.62591,18.51037,.718129,1,4.65012658103532,-.201433970235107,.834869,.4209,.391748,1.60507251393893,2.35851293085108,-.260025873221216,.763317,.13147619,.13985928,1
1605,-98.05935,18.6488,.917351,1,3.76955527039649,-2.35753662103052,.832258,.3825,.469388,1.10585029167464,2.3263037645506,-.60655737704918,.50946146,.11847687,.11380661,1
1606,-98.13474,19.82102,.766821,1,4.39209770429179,-1.26988706845554,.844401,.3975,.438566,1.46825651276732,1.69102765933039,-.267649340574088,.74093886,.16184466,.14607885,1
1607,-97.43656,19.73556,.745823,2,5.43007203191877,-1.64170342784998,.800701,.3791,.504536,2.31786663247607,3.31612887418933,-.612903225806452,.62232494,.12752815,.15797268,1
1608,-97.87924,17.96025,.846977,1,3.54611392072554,-2.53182840461489,.854839,.4033,.344305,.942506055893681,1.06761521282859,-.726618705035971,.6232061,.16257634,.1304936,1
675,-98.87811,19.40542,.619768,2,8.47525846292393,-1.01930440578047,.856105,.379,.536143,13.8514624297686,55.6734878199798,-.661447312738045,.75808163,.12808301,.14870281,1
1609,-98.47001,18.13956,.847941,1,2.25620468261813,-6.78559517003624,.830986,.3825,.309502,.317828752730612,.22430043428209,-.75,.55186014,.16787064,.12180553,1
1610,-98.23888,20.26016,.859462,1,4.80403451255972,-2.22467183053629,.821918,.3677,.325963,1.03381801075304,1.33538771864412,-.357142857142857,.48547186,.11458984,.10936572,1
1611,-97.21356,19.25827,.912838,1,4.91051145618747,-2.56009628672159,.753819,.4199,.314398,1.40123145330791,1.62090977406491,-.252100840336134,.71438901,.14238964,.14232436,1
1612,-98.27959,18.23293,.78394,1,3.21194857927076,-1.96745188025778,.837466,.3964,.325015,.645571022940903,.894278876597485,-.367088607594937,.63803458,.04268075,.05507039,1
1613,-98.44114,19.13217,.837328,2,6.12223794696698,-2.41313754675534,.814442,.3704,.468722,3.83018958217369,5.83600064159148,-.642105263157895,.53475216,.14390413,.13453627,1
1614,-96.9267,18.50678,.966941,1,4.82346164000864,-3.97312415523236,.744553,.3993,.320955,.248123069375614,.0496784971602827,-1,.64285686,.15445279,.15307547,1
1615,-98.37626,18.61559,.710186,1,4.52790418046508,-1.93507057185451,.776733,.3577,.412124,.426229942997505,.113831964896043,-1,.63354008,.12594524,.13253727,1
1616,-97.36463,18.85903,.774936,1,5.23058647084046,1.34924945783779,.850084,.3722,.404149,1.63519743851618,4.08154665604749,.385093167701863,.61495771,.1871299,.14293448,1
1617,-97.81316,20.71054,.720418,1,3.65105460219928,-2.28985059711903,.855721,.3867,.395096,.646090202888944,.713630523602447,.0194805194805195,.7424205,.10847664,.15468542,1
1618,-97.66751,19.02072,.800813,1,5.40156642863753,-2.51480712347953,.829761,.3484,.399933,1.82276661104684,2.65961495348831,-.0938775510204082,.71964186,.06542891,.09317616,1
674,-98.88338,19.57304,.595579,2,7.26159899141881,-1.33267587873319,.873629,.3995,.50074,8.32944807584052,17.5385705654616,-.660056657223796,.68371714,.11831212,.12925915,1
1619,-98.15115,18.04838,.882177,1,3.60351274828715,-2.06651351345385,.800221,.3849,.277003,.917853166953143,.93173675942555,-.379310344827586,.69711527,.141995,.10885198,1
1620,-97.38013,19.31642,.793413,1,4.29621245535682,-1.37537572138433,.797334,.3708,.419915,1.18348821993322,4.447007617685,.458631256384065,.55333269,.1618343,.06787094,1
1621,-97.73118,20.11676,.868818,1,5.0050804512759,-3.22025718004402,.802073,.3784,.326987,.258823745232925,.0195991438074829,-1,.7499997,.15186523,.15956322,1
1622,-98.51717,18.76929,.750957,1,4.66344379239236,-2.64202944102597,.808992,.3787,.42897,1.89818431714015,2.08691019620018,-.371900826446281,.76275688,.10489462,.15907201,1
1623,-98.06784,18.68379,.908925,1,3.61391900569185,-4.11372915833513,.829114,.373,.401258,1.70018964255757,1.90344010492608,-.141975308641975,.69244659,.14572004,.1504059,1
1624,-98.05174,20.16621,.692514,1,6.01191324968615,-.81242806101884,.81244,.4366,.457934,1.56853063025218,3.34076592616283,-.36104513064133,.70614709,.16510881,.18676639,1
1627,-98.44878,19.16712,.667035,2,6.04518038638811,.861336857599792,.858082,.4023,.505294,3.15352082718449,6.52240353499625,-.426548672566372,.72589438,.15164239,.19405547,1
1628,-97.40113,19.92183,.855246,1,5.13954551293485,-1.85440454653271,.844404,.3782,.423052,.539185903773896,.621849678107453,-.0638297872340425,.44712636,.14107623,.1199199,1
